Gene	NAME	ERR688513.kegg.e-15.m8-hit-keg-cat	ERR688523.kegg.e-15.m8-hit-keg-cat	ERR688534.kegg.e-15.m8-hit-keg-cat	ERR688548.kegg.e-15.m8-hit-keg-cat	ERR688557.kegg.e-15.m8-hit-keg-cat	ERR688560.kegg.e-15.m8-hit-keg-cat	ERR688561.kegg.e-15.m8-hit-keg-cat	ERR688574.kegg.e-15.m8-hit-keg-cat	ERR688580.kegg.e-15.m8-hit-keg-cat	ERR688581.kegg.e-15.m8-hit-keg-cat	ERR688589.kegg.e-15.m8-hit-keg-cat	ERR688613.kegg.e-15.m8-hit-keg-cat	ERR688615.kegg.e-15.m8-hit-keg-cat	ERR688623.kegg.e-15.m8-hit-keg-cat	ERR688627.kegg.e-15.m8-hit-keg-cat	ERR688632.kegg.e-15.m8-hit-keg-cat	ERR688635.kegg.e-15.m8-hit-keg-cat	ERR688638.kegg.e-15.m8-hit-keg-cat	ERR688642.kegg.e-15.m8-hit-keg-cat	ERR688650.kegg.e-15.m8-hit-keg-cat	ERR710424.kegg.e-15.m8-hit-keg-cat	ERR710426.kegg.e-15.m8-hit-keg-cat	ERR710427.kegg.e-15.m8-hit-keg-cat	ERR710428.kegg.e-15.m8-hit-keg-cat	ERR710429.kegg.e-15.m8-hit-keg-cat	ERR710430.kegg.e-15.m8-hit-keg-cat	ERR710431.kegg.e-15.m8-hit-keg-cat	ERR710432.kegg.e-15.m8-hit-keg-cat	mock_even_lc-hit-keg-cat
K03610	K03610: septum site-determining protein MinC	0.000205576	0	0.000142249	0.000127758	0.000214753	0.00014385	0.000157532	0.000139603	0.000135869	0.000135334	0.000127062	0.000171012	0.000165813	0.000160736	0.000177519	0.000112303	0	6.77E-05	0.000143361	0.000268134	0	0.000225872	0.00024937	0.000212273	0.000227605	0.000197797	0.000304864	0.000111497	0.000257796
K03611	K03611: disulfide bond formation protein DsbB	4.95E-05	0	3.70E-05	2.10E-05	5.10E-05	7.45E-05	9.51E-05	0	1.50E-05	1.11E-05	7.81E-06	1.40E-05	0	0	0	8.98E-06	0	0.000129433	2.55E-05	3.35E-05	0	0	0	0	1.34E-05	4.76E-05	0	0	0.00106275
K03612	K03612: electron transport complex protein RnfG	0.000478826	0	0.000409912	0.000431779	0.00037372	0.000358797	0.000415237	0.000371674	0.000301896	0.0003801	0.000285418	0.000308936	0.000344186	0.000367339	0.000381354	0.000349906	0	0.00022496	0.000319801	0.000450578	0.000301648	0.000454701	0.000323533	0.000381423	0.000321024	0.000415894	0.000263322	0.000223492	0.000561973
K03613	K03613: electron transport complex protein RnfE	0.000562796	0	0.000519081	0.000533819	0.000536658	0.000483858	0.000453137	0.000616924	0.000665841	0.000623266	0.000512111	0.000557476	0.000430817	0.000676554	0.000693468	0.000753825	0	0.000379393	0.000495461	0.000721833	0.000696337	0.000659491	0.000671755	0.000690967	0.000624547	0.000525244	0.000689472	0.0005975	0.000371608
K03614	K03614: electron transport complex protein RnfD	0.000524498	0	0.000427965	0.000412307	0.000429899	0.000357364	0.000362398	0.000626898	0.000550685	0.000500121	0.000603429	0.000416504	0.000373431	0.000583403	0.000610418	0.000617886	0	0.000321958	0.000515452	0.000624843	0.000683508	0.000524003	0.000510234	0.000534008	0.000507615	0.000398735	0.000591674	0.00067153	0
K03615	K03615: electron transport complex protein RnfC	0.000497242	0	0.000457667	0.000384603	0.000455955	0.000368557	0.000336698	0.000571863	0.000582929	0.000486689	0.000499123	0.000507301	0.00042066	0.000511104	0.000551896	0.000560576	0	0.000333477	0.000499383	0.000587326	0.000504619	0.000487689	0.000520665	0.000467798	0.000497536	0.000394971	0.000601831	0.000543664	0.00018181
K03616	K03616: electron transport complex protein RnfB	0.000384138	0	0.000319981	0.000462045	0.000370993	0.000375326	0.000360523	0.000437707	0.000430902	0.00042706	0.000420106	0.00047148	0.000382474	0.000396781	0.000385506	0.000440224	0	0.000216235	0.000454601	0.000546382	0.000296757	0.000377714	0.000407602	0.000433079	0.000387662	0.000412858	0.00042708	0.000355279	4.38E-05
K03617	K03617: electron transport complex protein RnfA	0.000698235	0	0.00053801	0.000496613	0.000508235	0.000577616	0.00047301	0.000832311	0.000691956	0.000696296	0.000771314	0.000697247	0.000497702	0.000708238	0.000826295	0.000763122	0	0.00049812	0.000674362	0.000806023	0.000707555	0.000670413	0.000776753	0.00067931	0.000765794	0.000571524	0.000614154	0.000648342	2.57E-05
K03618	K03618: hydrogenase-1 operon protein HyaF	1.43E-05	0	1.07E-05	1.21E-05	1.47E-05	1.53E-05	3.02E-05	0	8.64E-06	6.42E-06	0	8.05E-06	0	0	0	0	0	2.65E-05	8.23E-06	8.51E-06	0	0	6.48E-06	0	0	3.02E-05	0	1.21E-05	0
K03619	K03619: hydrogenase-1 operon protein HyaE	3.30E-05	0	2.47E-05	2.80E-05	3.40E-05	3.53E-05	6.98E-05	0	2.00E-05	1.48E-05	0	1.86E-05	0	0	0	1.38E-05	0	6.12E-05	1.90E-05	1.97E-05	0	0	1.28E-05	0	0	3.44E-05	0	2.80E-05	0
K03620	K03620: Ni/Fe-hydrogenase 1 B-type cytochrome subunit	7.01E-05	0	5.62E-05	7.94E-05	3.80E-05	7.66E-05	7.74E-05	7.07E-05	5.65E-05	7.23E-05	5.45E-05	6.34E-05	3.63E-05	3.77E-05	4.60E-05	3.89E-05	0	0.000123258	6.40E-05	8.76E-05	0	7.96E-05	3.09E-05	7.14E-05	6.90E-05	3.72E-05	0	4.58E-05	0
K03621	K03621: fatty acid/phospholipid synthesis protein	0.000472143	0	0.000577977	0.000557169	0.000499817	0.000577021	0.000540267	0.000545169	0.000636486	0.000578737	0.000746626	0.000600427	0.000587782	0.000526987	0.000592148	0.000544042	0	0.000383859	0.000516156	0.000534853	0.000647632	0.000501004	0.000656568	0.000588787	0.000575504	0.00050275	0.000705442	0.000601246	0.000811375
K03622	K03622: archaea-specific DNA-binding protein	0	0	0	0	0	0	0	0	2.86E-05	2.13E-05	2.26E-05	0	0	2.36E-05	1.96E-05	2.01E-05	0	0	2.73E-05	0	0	0	0	0	2.56E-05	0	0	4.01E-05	0
K03623	K03623: ribonuclease inhibitor	9.69E-05	0	7.23E-05	4.11E-05	9.97E-05	5.18E-05	0.000102314	0	2.93E-05	2.17E-05	0	2.73E-05	0	0	0	0	0	0.000178615	2.79E-05	2.88E-05	0	0	0	0	2.58E-05	5.11E-05	0	4.10E-05	0
K03624	K03624: transcription elongation factor GreA	0.00138174	0	0.00120197	0.00153472	0.00122264	0.00151617	0.00117817	0.00156872	0.00151995	0.00144632	0.00159376	0.0016528	0.00147046	0.00143522	0.0015873	0.0015323	0	0.00106391	0.00132473	0.00153489	0.00149027	0.00164194	0.00167646	0.00149427	0.00154234	0.00159989	0.00164246	0.00145091	0.00131749
K03625	K03625: N utilization substance protein B	0.000882906	0	0.000786503	0.000931262	0.000889362	0.000981628	0.000981368	0.000887965	0.000950884	0.000946698	0.000884037	0.00106417	0.000891018	0.000878252	0.000960505	0.000926329	0	0.000603147	0.000861192	0.00083549	0.000394016	0.000889898	0.00103297	0.000870313	0.000971735	0.000698415	0.000694542	0.000865029	0.00142895
K03626	K03626: nascent polypeptide-associated complex subunit alpha	0	0	2.81E-05	0	0	4.34E-06	0	0	2.27E-05	1.69E-05	1.79E-05	0	0	1.87E-05	1.55E-05	1.59E-05	0	6.97E-05	2.16E-05	0	0	0	0	0	2.03E-05	0	0	3.18E-05	0
K03627	K03627: putative transcription factor	0	0	0	0	0	0	0	0	1.65E-05	1.22E-05	1.30E-05	0	0	1.36E-05	1.13E-05	1.16E-05	0	0	1.57E-05	0	6.57E-05	0	0	0	1.47E-05	0	0	2.31E-05	0
K03628	K03628: transcription termination factor Rho	0.000424363	0	0.000386073	0.000415499	0.000322649	0.000319823	0.000253112	0.000385952	0.000331691	0.000332307	0.000350026	0.000391118	0.000442938	0.000370952	0.000397713	0.000355956	0	0.000319075	0.000331735	0.00043678	0.00030646	0.000380583	0.000405736	0.000344911	0.000332766	0.000361618	0.000400054	0.000508248	0.000558077
K03629	K03629: DNA replication and repair protein RecF	0.000709601	0	0.000671154	0.000694996	0.000623563	0.000737851	0.000671637	0.000651314	0.000695184	0.000656081	0.000802508	0.000697637	0.000578871	0.000607258	0.000774349	0.000644411	0	0.000696093	0.000628103	0.000632496	0.000799505	0.00056307	0.000770518	0.000664233	0.000678622	0.000674076	0.000867472	0.000755433	0.000726992
K03630	K03630: DNA repair protein RadC	0.000816122	0	0.000867323	0.00102091	0.000615024	0.000898216	0.000646324	0.000917745	0.000828313	0.000927074	0.0009699	0.000758264	0.000704621	0.000778441	0.000899594	0.000982854	0	0.00103965	0.000965097	0.00088488	0.000897087	0.000776135	0.000918433	0.000880031	0.000936828	0.000884734	0.000943026	0.000938621	0.000309831
K03631	K03631: DNA repair protein RecN (Recombination protein N)	0.000528331	0	0.000451662	0.000500447	0.000388487	0.000489856	0.000424636	0.000531408	0.000576011	0.000534198	0.000550397	0.000512379	0.000529958	0.000469649	0.000599504	0.000516758	0	0.000377558	0.00046041	0.00044888	0.000583524	0.000393262	0.000525357	0.000509007	0.000498393	0.000505286	0.000552489	0.000532761	0.000168747
K03632	K03632: chromosome partition protein MukB	2.34E-05	0	1.09E-05	2.47E-06	6.00E-06	9.29E-06	6.15E-06	0	1.76E-06	1.31E-06	0	9.89E-06	0	0	0	1.24E-06	0	1.61E-05	1.68E-06	1.04E-05	0	0	0	0	6.31E-06	6.15E-06	0	0	4.49E-05
K03633	K03633: chromosome partition protein MukF	2.97E-05	0	1.48E-05	8.41E-06	2.04E-05	2.11E-05	2.09E-05	0	5.99E-06	4.45E-06	0	1.11E-05	0	0	0	0	0	3.67E-05	5.71E-06	1.18E-05	0	0	0	4.81E-06	1.60E-05	0	0	0	0.000152704
K03634	K03634: outer membrane lipoproteins carrier protein	6.41E-05	0	3.21E-05	1.82E-05	4.41E-05	4.57E-05	4.54E-05	0	1.30E-05	1.75E-05	0	2.41E-05	0	0	7.73E-06	7.94E-06	0	7.94E-05	1.24E-05	4.96E-05	0	0	8.99E-06	8.50E-06	1.15E-05	2.26E-05	0	0	0
K03635	K03635: molybdenum cofactor biosynthesis protein E	6.96E-05	0	8.11E-05	4.44E-05	5.95E-05	0.000131904	6.10E-05	1.48E-05	4.30E-05	4.60E-05	3.69E-05	9.40E-05	0.000105337	2.11E-05	2.23E-05	3.00E-05	0	0.000107048	6.12E-05	4.09E-05	0	1.45E-05	5.00E-06	5.69E-06	2.82E-05	0	1.60E-05	4.57E-05	0.000462851
K03636	K03636: molybdenum cofactor biosynthesis protein D	0.000107008	0	0.000192098	4.63E-05	0.000160846	0.0001151	0.000113682	0	3.29E-05	2.45E-05	0	6.10E-05	0	2.39E-05	0	2.18E-05	0	0.000198341	3.14E-05	3.21E-05	0	0	0	0	2.90E-05	5.68E-05	0	0	0
K03637	K03637: molybdenum cofactor biosynthesis protein C	0.000740689	0	0.000584444	0.000824245	0.000596633	0.000722203	0.000604676	0.000568081	0.000624717	0.000514528	0.000415183	0.000735136	0.000983472	0.000515043	0.000488287	0.000490201	0	0.000326825	0.000393436	0.000753529	0.000374651	0.000651971	0.000368061	0.000491973	0.00045723	0.000621176	0.00046726	0.000300389	0
K03638	K03638: molybdenum cofactor biosynthesis protein B	0.00012808	0	7.59E-05	6.51E-05	7.94E-05	0.000136743	0.000110314	3.24E-05	5.51E-05	7.60E-05	2.45E-05	4.32E-05	9.46E-05	1.29E-05	1.65E-05	2.18E-05	0	0.00014493	4.44E-05	3.18E-05	0	0	0	1.28E-05	4.16E-05	5.48E-05	0	3.39E-05	0
K03639	K03639: molybdenum cofactor biosynthesis protein A	0.000414911	0	0.000305582	0.000402031	0.000334885	0.000517592	0.000251104	0.000328314	0.000342838	0.000258117	0.000289101	0.000354752	0.000500546	0.000319525	0.000322847	0.000262182	0	9.43E-05	0.00026451	0.000335545	0.000473164	0.000326718	0.000295417	0.000315377	0.000291033	0.000421475	0.000255	0.000245342	0.000405631
K03640	K03640: peptidoglycan-associated lipoprotein	3.72E-05	0	4.57E-05	2.60E-05	4.93E-05	5.51E-05	5.06E-05	4.47E-05	4.66E-05	4.42E-05	1.43E-05	2.84E-05	0	1.98E-05	5.00E-05	4.76E-05	0	0.00011338	4.82E-05	6.84E-05	3.20E-05	4.95E-05	3.34E-05	3.56E-05	4.12E-05	0	0	6.13E-05	0
K03641	K03641: TolB protein	3.01E-05	0	1.53E-05	8.69E-06	2.11E-05	2.19E-05	2.16E-05	2.04E-05	1.80E-05	2.19E-05	1.42E-05	5.76E-06	0	0	2.02E-05	3.26E-05	0	5.69E-05	2.21E-05	2.94E-05	2.33E-05	1.18E-05	1.65E-05	2.34E-05	2.13E-05	1.08E-05	1.32E-05	1.68E-05	0.000779562
K03642	K03642: rare lipoprotein A	6.06E-05	0	8.41E-05	2.57E-05	2.28E-05	2.77E-05	2.34E-05	6.67E-05	2.19E-05	8.52E-05	5.52E-05	2.44E-05	7.28E-05	3.90E-05	7.40E-05	0.000151545	0	7.66E-05	3.17E-05	8.72E-05	0.000133308	7.60E-05	3.79E-05	9.79E-05	4.42E-05	0	0	0	3.04E-09
K03643	K03643: LPS-assembly lipoprotein	4.38E-05	0	3.27E-05	1.86E-05	4.51E-05	5.13E-05	4.63E-05	0	1.32E-05	9.83E-06	0	2.72E-05	0	0	0	0	0	8.12E-05	1.26E-05	3.06E-05	0	0	0	1.06E-05	1.05E-05	2.39E-05	0	1.86E-05	0
K03644	K03644: lipoic acid synthetase	0.000111516	0	0.000128668	3.71E-05	4.15E-05	5.64E-05	2.88E-05	0.000144928	0.000121721	0.000190349	0.000145541	3.89E-05	2.57E-05	0.000115075	0.000166222	0.000147114	0	0.000207998	0.000186101	0.000150334	0.000287645	0.0001118	0.000166438	0.000145343	8.91E-05	4.68E-05	0.000124209	0.000252133	0.00042879
K03645	K03645: negative modulator of initiation of replication	4.28E-05	0	5.06E-05	1.62E-05	3.94E-05	4.32E-05	4.04E-05	0	1.16E-05	8.58E-06	0	2.42E-05	0	0	0	0	0	7.09E-05	1.10E-05	0	0	0	0	0	1.28E-05	0	0	0	0
K03646	K03646: colicin import membrane protein	0.000111149	0	0.000102287	0.000124193	9.04E-05	0.000185163	5.35E-05	5.48E-05	0.000124139	6.28E-05	7.27E-05	7.72E-05	4.98E-05	5.98E-05	3.89E-05	8.58E-05	0	9.59E-05	3.75E-05	5.76E-05	4.58E-05	5.28E-05	4.47E-05	8.00E-05	9.26E-05	6.19E-05	2.88E-05	2.04E-05	0
K03647	K03647: protein involved in ribonucleotide reduction	0.000177075	0	0.0002165	0.000207168	0.00034212	0.000215259	0.000523069	7.69E-05	4.71E-05	0.000126606	6.71E-05	0.000120678	0.000182495	9.58E-05	5.27E-05	7.28E-05	0	0.000480216	8.92E-05	6.70E-05	0	5.39E-05	6.60E-05	8.43E-05	7.97E-05	8.10E-05	4.16E-05	3.89E-05	0.000434618
K03648	K03648: uracil-DNA glycosylase	0.000711801	0	0.000596544	0.00070897	0.000690451	0.000635097	0.000760185	0.000801088	0.000591829	0.0006256	0.00066634	0.00062541	0.000729884	0.000711841	0.000694655	0.000668786	0	0.000601869	0.000592767	0.000609606	0.000751718	0.00069265	0.000736454	0.000727408	0.000714876	0.000711997	0.000832322	0.000851679	0.000309111
K03649	K03649: TDG/mug DNA glycosylase family protein	0.000399118	0	0.00023649	0.000404162	0.0003256	0.000227068	0.000336307	0.000481084	0.00035264	0.000320255	0.000383286	0.000405137	0.000308982	0.000345875	0.000328634	0.0003052	0	0.000192591	0.000322333	0.000350293	0.000131861	0.000280314	0.000374605	0.000285037	0.00037333	0.000393251	0.000219013	0.000157789	0
K03650	K03650: tRNA modification GTPase	0.000444373	0	0.000538722	0.000473621	0.000477441	0.0004459	0.000419901	0.000597118	0.000543645	0.000523309	0.000562402	0.000523261	0.000449498	0.000492372	0.000601109	0.000534398	0	0.000504692	0.00051742	0.000546648	0.000730982	0.000504752	0.000644716	0.000520111	0.000562655	0.000599436	0.000699947	0.000674761	0.00112316
K03651	K03651: Icc protein	1.59E-05	0	2.37E-05	1.35E-05	3.26E-05	3.39E-05	3.35E-05	0	9.58E-06	7.12E-06	0	1.79E-05	0	0	0	6.72E-06	0	5.88E-05	9.13E-06	9.44E-06	0	0	6.74E-06	0	8.55E-06	0	0	1.34E-05	0
K03652	K03652: DNA-3-methyladenine glycosylase	2.15E-05	0	3.02E-05	3.72E-05	6.44E-05	0.000117792	9.35E-05	5.49E-05	5.73E-05	9.88E-05	4.90E-05	5.02E-05	2.07E-05	5.52E-05	7.17E-05	0.000160706	0	0.000152257	6.70E-05	7.52E-05	0.000147721	2.84E-05	4.45E-05	4.26E-05	4.89E-05	4.26E-05	2.74E-05	3.38E-05	0
K03654	K03654: ATP-dependent DNA helicase RecQ	0.000469847	0	0.000495684	0.000475786	0.000350569	0.000418291	0.000304885	0.000518332	0.00044878	0.000457111	0.0004602	0.000363107	0.000401523	0.000439131	0.00049466	0.000552931	0	0.000647463	0.000514185	0.000485862	0.000744444	0.00048774	0.000518127	0.000549851	0.000542888	0.000429224	0.000769454	0.000732255	0.000957136
K03655	K03655: ATP-dependent DNA helicase RecG	0.00124665	0	0.00102782	0.0013703	0.00114722	0.000882761	0.000927438	0.00134579	0.00115733	0.00113453	0.00138415	0.0011916	0.00114268	0.00114292	0.00132382	0.00136561	0	0.000828194	0.00122221	0.00115369	0.0013607	0.00122295	0.00143093	0.00117636	0.0013316	0.00124547	0.00140035	0.00137606	0.000757948
K03656	K03656: ATP-dependent DNA helicase Rep	3.84E-05	0	4.74E-05	3.28E-05	2.61E-05	3.44E-05	1.30E-05	1.90E-05	1.55E-05	3.18E-05	1.86E-05	3.62E-05	1.25E-05	6.49E-06	2.41E-05	1.10E-05	0	3.49E-05	1.48E-05	1.52E-05	0	2.79E-05	1.95E-05	1.27E-05	1.03E-05	4.12E-05	8.88E-06	2.18E-05	0.000367308
K03657	K03657: DNA helicase II / ATP-dependent DNA helicase PcrA	0.000864502	0	0.000932693	0.0010346	0.000976884	0.00103513	0.000841494	0.00112461	0.00100213	0.000940587	0.00104551	0.00105462	0.00107877	0.00104116	0.00113152	0.000962481	0	0.000772743	0.000836938	0.00111424	0.00114825	0.000892283	0.00100577	0.00103772	0.000982366	0.00108103	0.00128162	0.00110948	0.00123679
K03658	K03658: DNA helicase IV	3.59E-05	0	7.25E-05	4.19E-05	1.92E-05	1.33E-05	1.29E-05	5.17E-05	4.95E-05	4.34E-05	5.10E-05	3.37E-05	4.25E-05	4.47E-05	4.57E-05	6.25E-05	0	2.28E-05	2.34E-05	5.54E-05	1.59E-05	2.14E-05	4.81E-05	4.73E-05	7.15E-05	3.11E-05	0	9.77E-05	9.51E-06
K03660	K03660: N-glycosylase/DNA lyase	0.000141737	0	0.000234096	0.000259832	0.00025229	0.000246079	0.000232022	0.000251217	0.00027765	0.000193812	0.000244037	0.000287102	0.000212253	0.00025918	0.000225499	0.000187778	0	8.69E-05	0.000298374	0.000192647	0.000328697	0.000253183	0.000253056	0.000211154	0.000263886	0.000262511	0.000355658	0.000279936	0
K03664	K03664: SsrA-binding protein	0.00097002	0	0.00100303	0.00105939	0.00113851	0.00101098	0.000801274	0.00124499	0.00122036	0.00104885	0.00131296	0.00116625	0.00111034	0.00117861	0.00125037	0.00116409	0	0.0006589	0.00117706	0.00104402	0.000957259	0.00108272	0.00121918	0.00110833	0.00107472	0.00109005	0.00131115	0.00122599	0.000437106
K03665	K03665: GTP-binding protein HflX	0.000491087	0	0.00052399	0.000539888	0.0005408	0.000510941	0.000471279	0.00062373	0.000619126	0.000494817	0.000545203	0.000551859	0.000642484	0.000530065	0.00059086	0.000553556	0	0.000499449	0.00049336	0.000578991	0.00051236	0.000488581	0.000516628	0.000562094	0.000552413	0.000505124	0.000577821	0.0005674	0.000325323
K03666	K03666: host factor-I protein	0.000217021	0	0.000202047	9.50E-05	0.00011812	0.000162156	0.000236264	0.000307191	0.000279545	0.000302191	0.00025583	0.000179684	5.33E-05	0.000204777	0.000404696	0.000439392	0	0.000212687	0.000242055	0.000241296	0.000247432	0.000201523	0.000393695	0.000275369	0.0002259	0.000225804	0.000206217	0.000264832	0
K03667	K03667: ATP-dependent HslUV protease ATP-binding subunit HslU	2.95E-05	0	4.98E-05	1.63E-05	4.95E-05	7.09E-05	2.07E-05	6.62E-05	9.17E-05	4.35E-05	0.000126509	5.36E-05	9.07E-06	6.12E-05	4.26E-05	7.93E-05	0	0.000159741	6.00E-05	4.53E-05	9.09E-05	0	3.20E-05	4.18E-05	2.56E-05	4.07E-05	5.16E-05	5.67E-05	3.15E-05
K03668	K03668: heat shock protein HslJ	6.23E-05	0	6.88E-05	2.64E-05	6.41E-05	3.33E-05	6.58E-05	0	1.88E-05	1.40E-05	0	1.75E-05	0	0	0	0	0	0.000107165	1.79E-05	0	0	0	0	0	1.62E-05	2.95E-05	0	0	0
K03669	K03669: membrane glycosyltransferase	2.54E-05	0	1.13E-05	4.27E-06	1.05E-05	5.38E-06	2.12E-05	2.53E-06	3.04E-06	4.96E-06	8.64E-06	1.43E-05	4.91E-06	3.18E-06	2.49E-06	6.86E-06	0	1.88E-05	2.90E-06	6.05E-06	0	0	0	0	8.22E-06	1.61E-05	0	4.34E-06	7.88E-05
K03670	K03670: periplasmic glucans biosynthesis protein	4.08E-05	0	3.06E-05	1.40E-05	3.44E-05	1.76E-05	5.30E-05	0	9.95E-06	1.10E-05	7.54E-06	1.41E-05	1.62E-05	0	0	0	0	6.19E-05	9.48E-06	1.97E-05	0	0	0	0	1.78E-05	1.74E-05	0	6.75E-06	0
K03671	K03671: thioredoxin 1	0.0021979	0	0.00183265	0.00194279	0.00202709	0.00212721	0.00165709	0.00233581	0.00239204	0.00265578	0.00202494	0.00188162	0.00178749	0.00193387	0.00247786	0.00253017	0	0.0018107	0.00264068	0.00269762	0.00242491	0.00289449	0.0026677	0.0027634	0.00244711	0.0023803	0.00270467	0.00250001	0.00160657
K03672	K03672: thioredoxin 2	8.13E-05	0	6.01E-05	2.17E-05	8.37E-05	2.73E-05	0.000118696	0	3.38E-05	1.14E-05	1.46E-05	6.55E-05	0	7.61E-05	0	2.59E-05	0	0.000149884	6.68E-05	5.10E-05	0	3.73E-05	3.85E-05	5.69E-05	2.86E-05	9.51E-05	0	0	0
K03673	K03673: thiol:disulfide interchange protein DsbA	4.21E-05	0	4.60E-05	1.77E-05	6.35E-05	0.000108048	8.63E-05	8.29E-06	1.26E-05	9.36E-06	1.88E-05	2.37E-05	0	0	0	8.29E-06	0	0.000151412	1.20E-05	4.82E-05	0	0	0	1.94E-05	1.15E-05	6.39E-05	0	1.77E-05	0.00063819
K03674	K03674: glutaredoxin 1	5.13E-05	0	7.53E-05	4.36E-05	0.000104999	0.000107162	0.000105842	0	3.10E-05	2.30E-05	0	5.71E-05	0	0	0	0	0	0.000186876	2.95E-05	2.98E-05	0	0	0	0	2.73E-05	0	0	0	0
K03675	K03675: glutaredoxin 2	6.08E-05	0	1.51E-05	1.72E-05	4.18E-05	4.34E-05	4.28E-05	0	1.23E-05	1.82E-05	0	1.14E-05	0	0	0	0	0	7.52E-05	1.17E-05	0	0	0	0	0	0	0	0	0	0
K03676	K03676: glutaredoxin 3	5.25E-05	0	7.84E-05	4.46E-05	0.000108158	0.000112327	0.000110943	0	3.18E-05	2.36E-05	0	2.96E-05	5.07E-05	0	0	0	0	0.000194749	3.03E-05	3.13E-05	0	0	0	2.55E-05	2.83E-05	5.55E-05	0	4.45E-05	0.00136434
K03677	K03677: CysQ protein	9.80E-05	0	8.59E-05	9.71E-05	3.65E-05	5.39E-05	3.74E-05	9.55E-05	5.89E-05	0.000145131	6.19E-05	2.81E-05	1.54E-05	8.85E-05	0.00012613	0.00014334	0	0.000124918	0.000130383	0.000124261	0.000116413	8.90E-05	0.000117292	0.000164872	9.62E-05	0	0.000130691	0.000164769	0
K03679	K03679: exosome complex component RRP4	0	0	0	0	0	0	0	0	8.84E-06	6.57E-06	6.97E-06	0	0	7.30E-06	6.04E-06	6.21E-06	0	2.71E-05	1.97E-05	0	2.14E-05	0	0	0	7.89E-06	0	0	1.24E-05	0
K03680	K03680: translation initiation factor eIF-2B delta subunit	0	0	0	0	0	0	0	5.85E-06	0	0	0	0	1.34E-05	7.06E-06	0	0	0	0	0	0	0	9.82E-06	0	0	0	0	0	0	0
K03683	K03683: ribonuclease T	5.89E-05	0	4.43E-05	1.71E-05	4.09E-05	4.31E-05	4.26E-05	0	1.22E-05	9.06E-06	0	2.24E-05	0	0	0	0	0	7.37E-05	1.16E-05	1.24E-05	0	0	0	0	1.05E-05	2.06E-05	0	0	0
K03684	K03684: ribonuclease D	6.55E-05	0	8.28E-05	0.000102763	0.000122108	0.000141703	9.11E-05	6.43E-05	8.82E-05	5.41E-05	0.000101332	8.21E-05	0.000169698	8.82E-05	5.03E-05	5.66E-05	0	8.02E-05	6.44E-05	6.04E-05	2.99E-05	8.99E-05	3.71E-05	4.75E-05	7.56E-05	4.44E-05	7.20E-05	0.000108393	0
K03685	K03685: ribonuclease III	0.000661841	0	0.000768569	0.000759206	0.000693382	0.000682126	0.000771382	0.000857618	0.000798531	0.000765615	0.000841038	0.000797203	0.000764976	0.000751052	0.000808473	0.000727063	0	0.000557533	0.000721405	0.0006779	0.000939634	0.000763758	0.000796835	0.000796693	0.000767411	0.000645914	0.000877104	0.000948371	0.000864751
K03686	K03686: molecular chaperone DnaJ	0.00118048	0	0.00107086	0.00127596	0.00113769	0.00106684	0.00106461	0.00133959	0.0014144	0.00103545	0.00135691	0.00140153	0.00133843	0.00122504	0.00133364	0.00113732	0	0.000603314	0.00123154	0.00124285	0.00130838	0.00124571	0.00125613	0.00124671	0.00118572	0.00133915	0.00140144	0.00132155	0.000925692
K03687	K03687: molecular chaperone GrpE	0.000699033	0	0.000668029	0.000664941	0.000829415	0.000786788	0.000756383	0.000799686	0.000747833	0.000849048	0.000872662	0.000701472	0.000733512	0.000802539	0.000904801	0.00080989	0	0.000647126	0.000794083	0.000760694	0.000926253	0.000716152	0.00086065	0.00088895	0.000888032	0.000817616	0.00076376	0.000857415	0.00032641
K03688	K03688: ubiquinone biosynthesis protein	0.000215186	0	0.000228812	0.000177303	0.000317507	0.000229478	0.000244857	0.000188535	0.000207312	0.000142176	0.000227162	0.00019922	0.000300663	0.000225136	0.000133117	0.000123969	0	0.000143239	0.000161721	0.000181183	7.41E-05	0.00017023	0.000106429	0.000115036	0.000189203	0.000219021	0.00013555	0.000204103	0.000261997
K03690	K03690: hypothetical protein	4.19E-05	0	3.13E-05	1.71E-05	4.31E-05	2.16E-05	4.26E-05	0	1.22E-05	9.06E-06	0	1.14E-05	1.95E-05	0	0	0	0	7.76E-05	1.16E-05	1.20E-05	0	0	0	0	1.17E-05	2.13E-05	0	1.71E-05	0.000328249
K03693	K03693: penicillin-binding protein	6.99E-05	0	3.98E-05	3.67E-05	3.28E-05	2.81E-05	0.000221038	1.82E-06	3.45E-06	6.31E-05	2.72E-06	4.79E-06	5.27E-05	2.18E-05	3.55E-06	2.03E-05	0	0.000124953	2.81E-05	3.35E-06	0	9.86E-06	7.96E-06	1.74E-05	8.28E-06	2.82E-05	5.93E-06	4.02E-06	1.38E-05
K03694	K03694: ATP-dependent Clp protease ATP-binding subunit ClpA	8.14E-05	0	0.000127588	9.19E-05	6.44E-05	9.17E-05	0.000116567	8.91E-05	0.000130802	7.67E-05	0.000120854	9.65E-05	7.16E-05	0.000102121	0.000118353	0.000121243	0	0.000127596	9.93E-05	7.91E-05	0.000111976	8.81E-05	0.000110018	8.03E-05	0.000116734	7.18E-05	0.000117369	0.00015664	0.000225493
