ID,NAME,CSM5LLGB.kegg.e-40.m8-hit-keg-cat,CSM6J2H9.kegg.e-40.m8-hit-keg-cat,CSM79HGR.kegg.e-40.m8-hit-keg-cat,ESM5GEYX.kegg.e-40.m8-hit-keg-cat,ESM5GEYY.kegg.e-40.m8-hit-keg-cat,ESM5GEZ1.kegg.e-40.m8-hit-keg-cat,ESM5MEAB.kegg.e-40.m8-hit-keg-cat,ESM5MEB9.kegg.e-40.m8-hit-keg-cat,ESM5MEC7.kegg.e-40.m8-hit-keg-cat,ESM5MEDP.kegg.e-40.m8-hit-keg-cat,ESM5MEE2.kegg.e-40.m8-hit-keg-cat,ESM5MEEJ.kegg.e-40.m8-hit-keg-cat,ESM718U9.kegg.e-40.m8-hit-keg-cat,ESM7F5AE.kegg.e-40.m8-hit-keg-cat,HSM5MD6G.kegg.e-40.m8-hit-keg-cat,HSM5MD6S.kegg.e-40.m8-hit-keg-cat,HSM67VDR.kegg.e-40.m8-hit-keg-cat,HSM67VDT.kegg.e-40.m8-hit-keg-cat,HSM6XRQC.kegg.e-40.m8-hit-keg-cat,HSM6XRTE.kegg.e-40.m8-hit-keg-cat,HSM7CZ2X.kegg.e-40.m8-hit-keg-cat,HSM7J4JV.kegg.e-40.m8-hit-keg-cat,HSMA33J1.kegg.e-40.m8-hit-keg-cat,mock_even_lc-hit-keg-cat
K01223,K01223: 6-phospho-beta-glucosidase,0,0,0.00026081,0.000484731,0.000416778,0.000322408,0.000333108,0.000415723,0.000500975,0.000126859,0.000681996,0.000466709,0.000426926,0.000238977,0,0.000371696,0.000365575,0.000214261,0.000681077,0.000270153,0.000221774,0.000424156,0.000509051,0.00102082
K01156,K01156: type III restriction enzyme,0.000862096,0,0.000101101,4.35891e-05,5.97429e-05,4.5239e-05,0.000158517,6.18114e-05,0.000135976,0.000104453,0.00013647,1.96423e-05,0.00010067,0.000111795,0,6.77271e-05,3.50995e-05,0.000104874,3.24093e-05,8.92245e-05,0,6.64225e-05,0.000112885,0.000205322
K01157,K01157,0,0,0,0,1.65572e-05,1.92127e-05,0,0,2.48808e-05,0,0,2.53813e-05,0,0,0,0,0,0,0,0,0,6.30207e-05,0,0
K01154,K01154: type I restriction enzyme S subunit,0,0,0.00188264,0.00205575,0.00175349,0.000760951,0.00110108,0.000992049,0.00132158,0.0019612,0.00136466,0.00128806,0.00035297,0.00193083,0,0.00208192,0.00136632,0.00164571,0.000979916,0.00154859,0.00100299,0.00138866,0.00171855,0.000304463
K01155,K01155: type II restriction enzyme,0,0.00021828,0.000595763,0.00061998,0.000307127,0.000273082,0.000458249,0.000264425,0.000477101,0.000616648,0.000421299,0.000387268,0.000411149,0.000494968,0,0.000518121,0.000599725,0.000395825,0.000352294,0.000498538,0.000279274,0.00046988,0.00052214,0.00046608
K01152,K01152: type I restriction enzyme,0,0,1.0798e-05,2.43103e-05,0,0,0,0,0,0,0,0,0,0,0,1.77256e-05,0,0,0,0,0,2.91115e-05,0,0
K01153,K01153: type I restriction enzyme R subunit,0.000350755,0.000407594,0.00109553,0.0013339,0.000907946,0.00048251,0.000768181,0.000929058,0.000954999,0.000921945,0.000643599,0.000666355,0.000384494,0.00122115,0,0.0008926,0.0005352,0.000828486,0.000616122,0.000877769,0.000621144,0.0013002,0.00100551,0.000642078
K01150,K01150: deoxyribonuclease I,0,0,0,0,0.000107731,6.36727e-05,0,8.87085e-05,0,0,3.98375e-05,4.10789e-05,0.000214082,0,0,0,4.65336e-05,0,0,0,0.00012564,0,5.1167e-05,3.93655e-06
K01151,K01151: deoxyribonuclease IV,0,0.00109558,0.000941552,0.000816929,0.000558454,0.000621113,0.000636895,0.000583781,0.000566629,0.000646961,0.000907369,0.000905491,0.000550158,0.000705147,0,0.000824524,0.000618397,0.00064967,0.00091707,0.000913258,0.000588543,0.000476724,0.000956874,0.000473934
K02755,K02755: PTS system beta-glucosides-specific IIA component,0.000251706,0.0001124,0.000224143,0.000264659,0.000195086,0.000284021,0.000335361,0.000311554,0.000111052,0.00023866,0.000580236,0.000298651,7.8506e-05,0.000148765,0,0.000376786,8.03814e-05,0.000200649,0.000304474,0.000139994,0.000261804,0.00014124,0.000324566,0.000827267
K02757,K02757: PTS system beta-glucosides-specific IIC component,0.000251706,0.0001124,0.000241468,0.000264659,0.000208902,0.000284021,0.000335361,0.000333318,0.000130166,0.00023866,0.00062131,0.000341005,7.8506e-05,0.000168542,0,0.000376786,0.000155979,0.000200649,0.000304474,0.000159076,0.000261804,0.00014124,0.000324566,0.000832252
K02756,K02756: PTS system beta-glucosides-specific IIB component,0.000251706,0.0001124,0.000241468,0.000264659,0.000208902,0.000284021,0.000335361,0.000333318,0.000130166,0.00023866,0.00062131,0.000341005,7.8506e-05,0.000168542,0,0.000376786,0.000155979,0.000200649,0.000304474,0.000159076,0.000261804,0.00014124,0.000324566,0.000832252
K01408,K01408: insulysin,0,0,1.95524e-05,4.40199e-05,3.11802e-05,1.80904e-05,0,0,2.08115e-05,0,4.63531e-05,0,0,0,0,3.20966e-05,0,0,0,4.30664e-05,0,5.27136e-05,0,0
K01409,K01409: O-sialoglycoprotein endopeptidase,0.000529791,0.000420774,0.000994797,0.00101906,0.000911171,0.000829944,0.000759878,0.000879456,0.000931172,0.000846195,0.00101769,0.000617803,0.000631278,0.00073567,0,0.000898003,0.000959132,0.000843621,0.000658961,0.000932822,0.000693565,0.000853044,0.00125166,0.00138249
K02753,K02753: PTS system arbutin- cellobiose- and salicin-specific IIC,0,0,3.43547e-05,2.61702e-05,2.70747e-05,3.09708e-05,0,6.4824e-05,1.78146e-05,0,0,0,5.25264e-05,2.01096e-05,0,0,0,0,0,0,0,0,5.42909e-05,4.91179e-05
K01159,K01159: crossover junction endodeoxyribonuclease RuvC,0,0.000418081,0.000776764,0.000756533,0.000781257,0.000532944,0.000890678,0.000697622,0.000840009,0.00100961,0.000443891,0.000730035,0.000422127,0.000622081,0,0.000839548,0.000895891,0.000803582,0.000545978,0.000906827,0.000490815,0.000730633,0.000871935,0
K13771,K13771,0,0,0,0,0.00013048,0.000102403,0,6.65267e-05,0,0,0,0,0,0,0,0,8.08721e-05,0,0.000207173,0,9.63673e-05,0,0,0
K09814,K09814: hemin transport system ATP-binding protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20526e-06
K13775,K13775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77581e-06
K13774,K13774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60688e-05
K00939,K00939: adenylate kinase,0.00163507,0.00114717,0.00104593,0.000983719,0.0010506,0.000937102,0.00100105,0.000977785,0.000863751,0.000813861,0.000791524,0.000993736,0.000985414,0.000832553,0,0.0011126,0.00101579,0.000874964,0.000648559,0.00101792,0.000654532,0.00113171,0.000995309,0.00100629
K00938,K00938: phosphomevalonate kinase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78435e-05,0,0,0,0.000564075
K00937,K00937: polyphosphate kinase,0,0.000113205,0.000664088,0.000528531,0.000477675,0.000556733,0.000577311,0.000675283,0.000503613,0.000715416,0.000682368,0.000647014,0.000654598,0.000838434,0,0.000479693,0.000578115,0.000791437,0.000705534,0.000747626,0.000444021,0.000625964,0.000588598,0.00028776
K00936,K00936,0.00116304,0.00119076,0.00269939,0.00206085,0.00261487,0.00251412,0.00256177,0.00292895,0.00262912,0.00370553,0.00316851,0.00374915,0.0015624,0.0034041,0,0.00345404,0.00307876,0.00391905,0.00180999,0.0029087,0.00258115,0.00206622,0.00244248,0.00110092
K00934,K00934: arginine kinase,0,0,0,1.79948e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00932,K00932: propionate kinase,0,0,0,0,1.54816e-05,5.38935e-05,0,4.87761e-05,6.19998e-05,0,0,0,0.000235343,0,0,0,0,0,7.59475e-05,0,3.53272e-05,0,0,5.79754e-05
K00931,K00931: glutamate 5-kinase,0,0.000219493,0.000789808,0.000497269,0.000423166,0.000563174,0.000682346,0.000618957,0.000544661,0.00071643,0.000571385,0.000799591,0.000656648,0.00059444,0,0.000721969,0.000587746,0.000716903,0.000717901,0.000617886,0.000660202,0.000716756,0.000512001,0.000456154
K00930,K00930: acetylglutamate kinase,0,0,0.000602323,0.000625759,0.000790862,0.00070545,0.000944297,0.000710632,0.000765542,0.000878202,0.000691725,0.000675675,0.000850282,0.000646656,0,0.000723278,0.000607056,0.000743278,0.0010844,0.000846355,0.000538575,0.000979092,0.000928401,0.000265235
K05523,K05523: molecular chaperone HchA (Hsp31),0,0,0,2.18822e-05,2.32494e-05,2.73594e-05,6.24288e-05,0,3.0715e-05,0,0,0,9.00188e-05,0,0,0,0,0,0,0,5.39928e-05,0,0,0
K05522,K05522: endonuclease VIII,0,0,0,2.38789e-05,5.19651e-05,3.09708e-05,0,3.99665e-05,0,0,0,0,9.6864e-05,0,0,0,0,0,0,0,0,0,0,0
K05521,K05521: ADP-ribosylglycohydrolase,0,0,0.000120785,0.000353448,0.000340784,0.000303483,0.00043544,0.000352365,0.00041306,0.000231111,0.000370568,0.000346608,0.000366154,0.00034941,0,0.00031684,0.000374658,0.000298386,0,0.000390538,0.000454956,0.000601266,0.000531001,0.000238733
K05520,K05520: protease I,0,0,0,0,0.000141522,7.97904e-05,0.000103567,6.14691e-05,3.77429e-05,0,0,0,0.000256925,0,0,0,0,0,0,4.30664e-05,8.80118e-05,0,0,0
K05527,K05527: BolA protein,0,0,0,0,0.000128941,7.374e-05,0,0.000202157,8.48315e-05,0,0,0,0,0,0,0,0.000113849,0,0,0,0,0,0,0
K05526,K05526: succinylglutamate desuccinylase,0,0,0,0,0.000122398,2.40457e-05,0,0,5.5325e-05,0,0,0,7.91159e-05,0,0,0,0,0,0,0,0.000141857,0,0,0.000204858
K05524,K05524: ferredoxin,0,0,0,0,6.23604e-05,7.23618e-05,0,0,0,0,0,0,0,0,0,0,0.000109593,0,0,8.61328e-05,0,0,0.000120505,0.000611801
K12519,K12519: chaperone protein PapD,0,0,0,0,0,6.35955e-05,7.34302e-05,0,0,0,0,0,0.000104407,0,0,0,0,0,0,0,0.000187462,0,0,0
K11178,K11178: xanthine dehydrogenase YagS FAD-binding subunit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000205456
K02621,K02621: topoisomerase IV subunit A,0,0.00027485,0.000436578,0.000299713,0.000208851,0.000158084,0.000348935,0.000342966,0.000305933,0.000362962,0.000116899,0.000277882,0.000593751,0.000359251,0,0.000307582,0.000247695,0.000296173,0.000343402,0.000276986,0.000226156,0.000351538,0.000259297,0.000125758
K02992,K02992: small subunit ribosomal protein S7,0.00225422,0.00352641,0.000799612,0.000920878,0.00103876,0.00102027,0.00114129,0.00109253,0.000907151,0.00106461,0.000887804,0.0010413,0.000634443,0.000992645,0,0.00122464,0.00100765,0.00116221,0.000624175,0.00118118,0.000871101,0.00163178,0.00135244,0.000863775
K02623,K02623: LysR family transcriptional regulator pca operon transcriptional,0,0,0,0,0,2.36058e-05,0,0,2.79225e-05,0,0,0,7.76684e-05,0,0,0,0,0,0,0,0,0,0,8.20445e-06
K02622,K02622: topoisomerase IV subunit B,0.000283119,0.000377081,0.00032021,0.000290872,0.000264881,0.000134268,0.000344273,0.000331092,0.000355488,0.00041678,0.000141293,0.000341836,0.000609134,0.000443572,0,0.000219976,0.000375523,0.000328844,0.000574133,0.000277647,0.000310638,0.00050347,0.000305358,0.000246175
K08281,K08281: pyrazinamidase,0,0,3.92883e-05,3.34052e-05,9.55229e-05,0.000116056,8.33351e-05,0,4.18183e-05,7.55937e-05,0,0,0,4.44282e-05,0,0,0,0,0,0.000134945,7.14835e-05,9.09734e-05,6.41495e-05,0
K02996,K02996: small subunit ribosomal protein S9,0.00138242,0.00303238,0.00103855,0.00111288,0.000828088,0.00107306,0.001248,0.0010581,0.000756451,0.00106021,0.000988797,0.000947911,0.000781225,0.000964423,0,0.00127029,0.00117837,0.00106187,0.000255729,0.00104661,0.000825408,0.00104417,0.000996549,0.00154398
K02994,K02994: small subunit ribosomal protein S8,0.00135076,0.00178698,0.00107789,0.000951591,0.000914203,0.00123237,0.00122477,0.000959231,0.00107978,0.00126624,0.000981066,0.00100743,0.00135103,0.00087005,0,0.00124891,0.000892438,0.000863615,0.000990084,0.00139697,0.00104167,0.000855924,0.0012692,0.0010302
K01081,K01081: 5'-nucleotidase,0,0.000413029,0.000316804,0.000218099,0.000295284,0.000288096,0.000455706,0.000384132,0.000254744,0.000438704,0.000122704,0.000353434,0.000431594,0.000295562,0,0.000268183,0.00028545,0.000273306,0.000297124,0.00028345,0.000264931,0.000161153,0.000234879,2.27724e-07
K08289,K08289: phosphoribosylglycinamide formyltransferase 2,0,0.00020313,0.000277185,0.000337517,0.000290991,0.000116909,0.000227046,0.000427013,0.000251178,0.000390203,0.000228463,0.000499065,0.000130978,0.000340947,0,0.000316759,0.000330371,0.000292442,0.000499138,0.000256497,0.000192636,0.000231404,0.000198714,0.000345558
K01085,K01085: glucose-1-phosphatase,0,0,3.90592e-05,1.52062e-05,4.75479e-05,6.15228e-05,8.18131e-05,4.9449e-05,6.4702e-05,0,2.26474e-05,0,0.000164656,0,0,0,0,0,0,0,6.15445e-05,0,0,0.000164166
K01579,K01579: aspartate 1-decarboxylase,0,0,0.00085374,0.000589983,0.000897642,0.000754744,0.000769713,0.000888368,0.000673609,0.00103443,0.000734495,0.000604928,0.0010673,0.00102219,0,0.00126521,0.000988937,0.00126356,0.000811339,0.000784364,0.00111981,0.000760872,0.000955069,0.000535619
K07694,K07694: two-component system NarL family vancomycin resistance associated,0,0,0,0.000120773,0,0,0,5.05346e-05,0,0,9.53805e-05,4.91762e-05,0,4.59232e-05,0,0,0,5.48037e-05,0,0,0,0,6.19906e-05,4.7594e-06
K00322,K00322: NAD(P) transhydrogenase,0,0,0,2.64429e-05,4.22613e-05,3.27744e-05,0,2.21289e-05,5.65355e-05,0,0,0,0,0,0,0,0,0,0.000138116,0,3.20548e-05,0,0,4.38212e-06
K05778,K05778: putative thiamine transport system permease protein,0,0,0,0,2.61157e-05,3.00706e-05,0,6.10756e-05,0,0,0,0,4.90854e-05,0,0,0,0,0,0,0,5.86744e-05,0,0,0
K03578,K03578: ATP-dependent helicase HrpA,0,0,1.3076e-05,1.45848e-05,6.12113e-05,6.43719e-05,2.68823e-05,8.66055e-05,3.39054e-05,2.46862e-05,2.30603e-05,1.53701e-05,7.82755e-05,5.69569e-05,0,0,5.27535e-05,3.70405e-05,0,6.9995e-05,4.60851e-05,3.34748e-05,2.92778e-05,0.000447487
K03579,K03579: ATP-dependent helicase HrpB,0,0,2.96071e-05,7.7342e-06,4.72286e-05,3.78537e-05,0,2.53745e-05,4.34133e-05,5.2942e-05,0,0,0.000244803,3.29238e-05,0,0,0,3.97185e-05,3.9533e-05,3.2847e-05,0,2.73472e-05,0,8.14279e-05
K03576,K03576: LysR family transcriptional regulator regulator for metE and metH,0,0,0,1.98112e-05,4.25735e-05,4.94014e-05,5.77966e-05,0.000102274,5.72075e-05,0,3.19985e-05,0,8.32526e-05,0,0,0,3.78271e-05,0,0.000103259,0,0.000144095,0,0,0.000448531
K03082,K03082: hexulose-6-phosphate isomerase,0,0,0,2.16559e-05,2.30089e-05,5.4957e-05,6.03267e-05,3.62457e-05,2.99909e-05,0,3.48054e-05,0,0.00017485,0,0,4.82011e-05,0,0,0,6.53632e-05,0,0,4.52423e-05,0
K03574,K03574: 78-dihydro-8-oxoguanine triphosphatase,0.000702181,0,0.000795465,0.000876755,0.00123355,0.00128192,0.00120374,0.000868959,0.000735709,0.000799387,0.00128501,0.000726967,0.000452499,0.000739584,0,0.00141173,0.000572163,0.000704834,0.00102182,0.00134908,0.000552267,0.0011637,0.000710928,0
K03575,K03575: A/G-specific adenine glycosylase,0,0.000228373,0.000543683,0.000503243,0.00053587,0.000377983,0.000432672,0.000592099,0.000435598,0.00065382,0.000499922,0.000527015,0.000359587,0.000462562,0,0.000529768,0.00046473,0.000537325,0.000640596,0.000597879,0.000313091,0.00038433,0.000463516,0.000383464
K03572,K03572: DNA mismatch repair protein MutL,0,0.000368092,0.00060482,0.000609628,0.00047254,0.000423524,0.000523923,0.000470249,0.000472615,0.000357729,0.000444353,0.000416355,0.000479781,0.000494635,0,0.000508808,0.000438577,0.000409448,0.000703026,0.000419447,0.000400074,0.000421739,0.000502578,0.000650413
K02574,K02574: ferredoxin-type protein NapH,0.00118758,0,0.000112328,0.000298308,0.000315649,0.000389924,0.000180373,0.000247668,0.000151102,0.000203951,0.000271344,0.000238741,0.000261198,0.000256431,0,0.000184394,0.00023435,7.65046e-05,0,0.000185561,0.000153282,0.000378547,0.00030288,0.000497024
K03570,K03570: rod shape-determining protein MreC,0,0.0002812,0.000559095,0.000570184,0.000539108,0.000531326,0.000667396,0.000536047,0.00063325,0.000593592,0.000537369,0.000497319,0.00102495,0.00050494,0,0.000799642,0.000605264,0.000563853,0.000962223,0.00051554,0.000456423,0.000468163,0.000632811,0
K03571,K03571: rod shape-determining protein MreD,0,0,0.000242728,0.000111161,0.000315569,0.00036174,0.000430159,0.000246461,9.5583e-05,0,0.000531154,0.000113533,0.000157255,0.000109794,0,0.000158813,0.000270327,0,0.000199593,5.42129e-05,0.00025623,0.000137569,0.000143117,0.0004169
K01710,K01710: dTDP-glucose 46-dehydratase,0.00104836,0.00134274,0.00177891,0.00128109,0.00137528,0.000954461,0.00137499,0.00164714,0.00149408,0.00204416,0.00120508,0.00172977,0.00146259,0.00195383,0,0.00177851,0.00149179,0.00208035,0.00140187,0.00143802,0.00146927,0.00121004,0.00124194,0.000855968
K01711,K01711: GDPmannose 46-dehydratase,0.000487464,0,0.000626027,0.000433142,0.000440991,0.000367123,0.000493203,0.000431191,0.000559386,0.000626516,0.000415995,0.000624264,0.00055547,0.000686072,0,0.000414634,0.000419362,0.000498244,0.000807398,0.000662378,0.000507586,0.000743452,0.000441217,0.000198826
K01712,K01712: urocanate hydratase,0.00105964,0.000945324,0.000292733,0.000333256,0.000301451,8.41713e-05,0.000346738,0.000108399,0.000229012,0.000505045,8.94604e-05,0.000199243,0.00019024,0.0002004,0,0.000164904,0.000266025,0.000306987,0.000343267,0.000274844,0.000180842,0.000270938,0.00023117,0.000324158
K07027,K07027,0,0.000460503,0.000467054,0.000281675,0.000378803,0.000249733,0.000406673,0.000497597,0.000450706,0.000364351,0.000292738,0.000395534,0.00045718,0.000541042,0,0.000246552,0.000451175,0.000341747,0.00038543,0.000432062,0.000317781,0.000403167,0.000231247,0.000191526
K01714,K01714: dihydrodipicolinate synthase,0.000595789,0.000539367,0.00106836,0.00110865,0.00115679,0.00109051,0.00106546,0.000948975,0.000894899,0.000860218,0.00123327,0.000989859,0.00102655,0.00102407,0,0.0010529,0.000790214,0.000953784,0.000989142,0.00126306,0.00137937,0.000986421,0.00098964,0.000897351
K01715,K01715: 3-hydroxybutyryl-CoA dehydratase,0.002047,0.00182258,0.000128627,0.000217422,0.000103156,0.00029861,6.81255e-05,8.08555e-05,0.000137305,0.00017534,0.000153052,0.000157979,0,0.000110785,0,0.000158117,4.51018e-05,0,0.000126873,0.000105674,0.000293283,8.67748e-05,0.00030045,2.56571e-05
K01716,K01716: 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,0,0,0,2.63873e-05,9.39842e-05,3.25324e-05,0,0,0,0,0,0,0.000107039,0,0,0,0,0,0,0,6.39748e-05,0,0,0.000439945
K05777,K05777: putative thiamine transport system substrate-binding protein,0,0,2.11324e-05,1.5859e-05,5.26452e-05,0.000118549,0,0,2.15153e-05,0,2.73266e-05,0,6.58276e-05,0,0,0,2.96123e-05,0,0,2.32732e-05,0,0,3.12962e-05,0
K01718,K01718: pseudouridylate synthase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72668e-05,0,0,0,4.07771e-05
K01719,K01719: uroporphyrinogen-III synthase,0.00141844,0.00126555,0.000492395,0.000375265,0.000429805,0.000188996,0.000564893,0.000419784,0.000358098,0.000423524,0.000312434,0.000326676,0.000518296,0.000495652,0,0.000487633,0.000421602,0.000724917,0.000524259,0.000367484,0.00030833,0.000715079,0.000309053,0
K12511,K12511: tight adherence protein C,0,0,2.88567e-05,8.6698e-05,4.60176e-05,0.000131329,0,7.27418e-05,0.00012286,0.000104789,0.000171382,3.52714e-05,0,3.30522e-05,0,0,7.73118e-05,0,0,9.53402e-05,5.25037e-05,0,8.89245e-05,0
K06238,K06238: collagen type VI alpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99142e-06,0,0,0,0
K03972,K03972: phage shock protein E,0,0,7.40567e-05,0,0,6.73279e-05,0,0.000177559,0,0.000134463,6.748e-05,0,0.000446969,0,0,0.000119455,0,0.000100878,0,8.15593e-05,0.0001324,0,0,0
K03973,K03973: phage shock protein C,0,0,2.78483e-05,6.32241e-05,0.000100482,2.5766e-05,2.9812e-05,0.000105819,0.000105773,5.05635e-05,1.65051e-05,5.10583e-05,0,3.17871e-05,0,4.57148e-05,1.95116e-05,5.69012e-05,5.44648e-05,3.06695e-05,0,0,0,0
K03970,K03970: phage shock protein B,0,0,0,0,9.01697e-05,0.000104631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01577,K01577: oxalyl-CoA decarboxylase,0,0,7.39613e-05,0,1.18308e-05,1.37282e-05,0,5.73716e-05,1.57931e-05,0,0,0,0.000133737,0,0,0,0,0,0,0,2.69965e-05,0,0,0
K03976,K03976: putative transcription regulator,0.000999713,0,0.000830628,0.00104531,0.000613089,0.00074585,0.000775238,0.000516838,0.000814406,0.000837052,0.000836358,0.00085858,0.000790255,0.000698154,0,0.00101224,0.000922807,0.00112453,0.000409183,0.00083909,0.000841834,0.000564057,0.000783729,0.000418298
K03977,K03977: GTP-binding protein,0.000806166,0.000720001,0.000911457,0.000938886,0.000717932,0.000587305,0.000529238,0.00073298,0.000612869,0.000955018,0.000667083,0.000666395,0.000667942,0.000906777,0,0.000698607,0.000656706,0.000672622,0.000894285,0.000759783,0.000599623,0.000790922,0.000839396,0.00082812
K03974,K03974: psp operon transcriptional activator,0,0,2.31172e-05,0,6.1157e-05,2.38973e-05,0,0,2.74918e-05,4.19733e-05,0,2.74227e-05,0,0,0,0,0,3.14895e-05,0,2.54591e-05,4.6994e-05,0,0,1.00341e-05
K03975,K03975: membrane-associated protein,0,0,7.27689e-05,0.000196468,0.000388527,0.000140892,0.000239918,0.000327169,0.000279389,0.000203126,0.000218652,0.000318181,0.000119044,0.000328027,0,0.000444024,0.000317858,0.000362005,0.000307356,0.000242268,0.000267186,0.000309442,0.00022027,8.3004e-06
K03978,K03978: GTP-binding protein,0,0.000359171,0.00111564,0.000713328,0.000637656,0.000818291,0.000879237,0.000669475,0.000646726,0.000892315,0.000630213,0.000953011,0.00049135,0.000604275,0,0.000929988,0.0010171,0.00088602,0.000319471,0.00104583,0.000507186,0.000783145,0.000625877,6.60264e-06
K03979,K03979: GTP-binding protein,0.000946161,0.000586314,0.000754051,0.000854505,0.000603654,0.000657311,0.000633982,0.000699615,0.000484598,0.00059321,0.000514716,0.000570795,0.000464214,0.000601239,0,0.000783034,0.000599158,0.000612675,0.000890426,0.00068839,0.000536746,0.00100181,0.000697173,0.000409778
K09937,K09937: hypothetical protein,0,0,0,0,0.000101099,0.000117314,0,0,0.000134959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02199,K02199: cytochrome c biogenesis protein CcmG thiol:disulfide interchange,0,0,4.4513e-05,0,0.000106804,0.000125756,9.89892e-05,0.000174613,4.81475e-05,0,0,5.84496e-05,0.000137704,0,0,0,0.000131415,0,0,5.26641e-05,0.000156974,0,6.64641e-05,0
K02198,K02198: cytochrome c-type biogenesis protein CcmF,0,0,7.1525e-05,5.93173e-05,0.0001622,0.000113793,7.41024e-05,0.000109015,7.86172e-05,6.4933e-05,9.83562e-05,0.000150683,3.90725e-05,7.14364e-05,0,7.33831e-05,0.000109063,0.00015662,0,0.000182054,0.000156043,5.80821e-05,9.17873e-05,0.000237991
K13378,K13378,0,0.000149371,0.000255055,0.000179274,0.000162144,9.59187e-05,0.000234302,0.000256109,0.000297031,0.000377823,5.66159e-05,0.000292322,0.000330915,0.000326023,0,0.000312132,0.000199717,0.000364874,0.000362395,0.000297764,5.81197e-05,0.000128056,0.000245672,8.60144e-05
K14170,K14170,0,0,0.000333894,0.000287658,0.00030136,0.000587656,0.000251183,0.000192791,0.000295525,8.16722e-05,0.000450342,0.000164925,0.000199616,0.000109766,0,0.000255547,0.00018672,0.000151985,0.000260481,0.000155186,0.000240389,0.000480646,0.000274179,0.000170688
K08138,K08138: MFS transporter SP family xylose:H+ symportor,0,0,0.000222849,0.000192638,0.000245871,6.41535e-05,0.000405636,0.000194869,0.000238039,0.000374217,8.25332e-05,0.000295074,0.000365847,0.000253634,0,0.000168755,0.000216073,0.000303851,6.6128e-05,0.000244756,0.000216014,0.000278874,0.000187196,2.43743e-05
K08137,K08137: MFS transporter SP family galactose:H+ symporter,0,0,1.76177e-05,5.37097e-05,8.5401e-05,4.85324e-05,3.86143e-05,2.25563e-05,3.79489e-05,3.30312e-05,2.13784e-05,6.61337e-05,0.000215858,4.06957e-05,0,8.81333e-05,2.48442e-05,7.31327e-05,0,9.86821e-05,0.000126042,0,2.76697e-05,5.52613e-05
K02192,K02192: bacterioferritin-associated ferredoxin,0,0,0,0,9.39797e-05,0.00012098,0,0,0,0,0,0,0.000398052,0,0,0,0,0,0,0,0.000237907,0,0,0
K02191,K02191: precorrin-8W decarboxylase,0,0,0,3.12446e-05,0.000170992,0.00011753,0,5.39036e-05,0,0,5.08695e-05,0,0,0,0,7.04478e-05,0,0,0,4.58517e-05,7.80821e-05,0.00022739,6.61233e-05,0.000355687
K02190,K02190: sirohydrochlorin cobaltochelatase,0,0.000259926,0.000227074,0.000297975,0.00035988,0.00051786,0.000490948,0.000363496,0.000553653,0.000280781,0.000428894,0.000502683,0.00042069,0.00038504,0,0.000494794,0.000398699,0.000488434,0.000715381,0.000302599,0.000432009,0.000113374,0.000429598,0
K02197,K02197: cytochrome c-type biogenesis protein CcmE,0,0,0,0,0.000135755,0.000149708,0.000104169,0.000137836,0,0,0,0,0.000160222,0,0,0,0,0,0,0,9.57612e-05,0,8.10948e-05,0
K02196,K02196: cytochrome c-type biogenesis protein CcmD,0,0,0,0,9.53223e-05,0.00011061,0,0.000156884,0,0,0,0,0,0,0,0,0.000175022,0,0,0,0,0,0,0
K02195,K02195: heme exporter membrane protein CcmC,0,0,7.1525e-05,4.02574e-05,0.000131765,0.000101075,1.91421e-05,8.79985e-05,3.80654e-05,6.4933e-05,5.2989e-05,0.000160799,0.000295391,7.14364e-05,0,7.33831e-05,0.000141265,0.000121786,0,0.00017662,6.50683e-05,2.41041e-05,6.49426e-05,0.000107661
K02194,K02194: heme exporter membrane protein CcmB,0,0,0,2.82891e-05,8.82783e-05,6.3448e-05,8.14412e-05,9.51259e-05,0,0,4.46828e-05,4.60752e-05,0,0,0,0,0.000106847,5.06632e-05,0,3.40081e-05,0,0.000101628,0,0
