Gene,Name,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,Category,SuperPathway,SubPathway,KOAnnot
K03152,K03152: 4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis,0.000754799,0.00066368,0.000517723,0.000746551,0.000591477,0.000740502,0.000708873,0.000566125,0.000590301,0.000608104,0.000828742,0.000770614,0.00058305,0.000690515,0.000703355,0.000663551,0.000658253,0.000600546,0.000686449,0.000768257,None,None,None,None
K03153,K03153: glycine oxidase,0,0,0,0,7.96E-06,6.78E-06,1.08E-05,0,0,0,1.09E-05,0,6.84E-06,2.15E-05,0,0,0,0,0,7.67E-06,Metabolism,Metabolism of cofactors and vitamins,Thiamine_metabolism,thiO; glycine oxidase
K03154,K03154: thiamine biosynthesis ThiS,0.000485654,0.000700646,0.000719425,0.000448234,0.000688634,0.000604002,0.000768945,0.000630176,0.000523659,0.000672193,0.000733831,0.000554278,0.000712233,0.000586813,0.000851694,0.000678303,0.000791216,0.000715354,0.000686213,0.00061163,Genetic Information Processing,Folding sorting and degradation,Sulfur_relay_system,thiS; sulfur carrier protein
K03163,K03163: DNA topoisomerase I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72E-06,0,0,0,0,None,None,None,None
K03164,K03164: DNA topoisomerase II,0,0,0,7.08E-06,0,0,0,0,3.30E-06,0,0,0,0,0,0,1.51E-06,0,0,0,0,None,None,None,None
K03165,K03165: DNA topoisomerase III,0,4.65E-06,0,0,0,0,0,0,2.61E-06,0,0,0,0,0,0,0,0,0,0,0,Genetic Information Processing,Replication and repair,Homologous_recombination,TOP3; DNA topoisomerase III
K03166,K03166: DNA topoisomerase VI subunit A,0,0,2.39E-05,0,0,7.00E-06,0,1.33E-05,0,7.36E-06,0,0,6.84E-06,0,0,0,0,7.41E-06,0,0,None,None,None,None
K03167,K03167: DNA topoisomerase VI subunit B,0,0,1.53E-05,0,0,4.49E-06,0,1.27E-05,0,9.54E-06,0,0,1.31E-05,0,0,0,0,1.88E-05,0,0,None,None,None,None
K03168,K03168: DNA topoisomerase I,0.000512506,0.000631227,0.000660552,0.000869688,0.000551132,0.000584497,0.000549466,0.000539329,0.000605823,0.000663362,0.000576008,0.000597145,0.000592347,0.000566955,0.000545699,0.000628149,0.000543279,0.000614326,0.000518337,0.000569762,None,None,None,None
K03169,K03169: DNA topoisomerase III,0.000913221,0.000994244,0.000944706,0.00113541,0.000919836,0.000961688,0.00112679,0.0010431,0.00110637,0.00122506,0.0011534,0.00111567,0.000986286,0.00116983,0.00102653,0.00098145,0.000909517,0.00121418,0.000904954,0.000979657,None,None,None,None
K03177,K03177: tRNA pseudouridine synthase B,0.000557706,0.000728386,0.000696881,0.000777148,0.000699323,0.000656678,0.000795128,0.000689006,0.000715416,0.000660294,0.000693995,0.000779489,0.000638522,0.000838423,0.000689544,0.00069555,0.000649235,0.00077448,0.000651376,0.000660549,None,None,None,None
K03178,K03178: ubiquitin-activating enzyme E1,0,2.66E-06,0,0,0,0,0,0,8.71E-06,0,0,0,0,0,0,2.04E-06,0,0,0,0,Genetic Information Processing,Folding sorting and degradation,Ubiquitin_mediated_proteolysis,UBE1 UBA1; ubiquitin-activating enzyme E1
K03179,K03179: 4-hydroxybenzoate octaprenyltransferase,2.86E-05,2.85E-05,0.000104374,0,4.22E-05,5.56E-05,1.37E-05,8.27E-05,4.87E-05,0.000100841,8.12E-05,7.15E-05,0.000111427,5.85E-05,6.90E-05,7.57E-05,5.70E-05,9.20E-05,3.46E-05,3.17E-05,Metabolism,Metabolism of cofactors and vitamins,Ubiquinone_and_other_terpenoid-quinone_biosynthesis,ubiA; 4-hydroxybenzoate polyprenyltransferase
K03181,K03181: chorismate--pyruvate lyase,1.92E-05,0,0,0,0,0,0,1.10E-05,0,0,0,0,1.14E-05,0,0,0,1.31E-05,0,1.17E-05,0,Metabolism,Metabolism of cofactors and vitamins,Ubiquinone_and_other_terpenoid-quinone_biosynthesis,ubiC; chorismate--pyruvate lyase
K03182,K03182: 3-octaprenyl-4-hydroxybenzoate carboxy-lyase UbiD,0.000136708,5.36E-05,7.19E-05,7.36E-05,8.26E-05,0.000150088,7.24E-05,0.0001236,9.13E-05,9.98E-05,0.00014598,0.000147114,0.000149616,0.000127834,0.000111483,9.70E-05,0.000133672,9.05E-05,9.48E-05,9.67E-05,Metabolism,Metabolism of cofactors and vitamins,Ubiquinone_and_other_terpenoid-quinone_biosynthesis,ubiD; 4-hydroxy-3-polyprenylbenzoate decarboxylase
K03183,K03183: ubiquinone/menaquinone biosynthesis methyltransferase,0.00022098,0.000343559,0.000217853,0.000372395,0.000265923,0.000275927,0.000225991,0.000213402,0.000255579,0.00017632,0.000249125,0.000299928,0.000240665,0.000398769,0.000439699,0.000212866,0.000162997,0.000172603,0.000199382,0.000294781,Metabolism,Metabolism of cofactors and vitamins,Ubiquinone_and_other_terpenoid-quinone_biosynthesis,ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-14-benzoquinol methylase
K03184,K03184: 2-octaprenyl-3-methyl-6-methoxy-14-benzoquinol hydroxylase,1.08E-05,0,0,0,7.34E-06,0,0,6.20E-06,5.78E-06,0,0,0,1.28E-05,1.03E-05,0,0,7.36E-06,0,1.31E-05,0,Metabolism,Metabolism of cofactors and vitamins,Ubiquinone_and_other_terpenoid-quinone_biosynthesis,ubiF; 2-octaprenyl-3-methyl-6-methoxy-14-benzoquinol hydroxylase
K03185,K03185: 2-octaprenyl-6-methoxyphenol hydroxylase,1.08E-05,0,0,0,0,0,0,6.19E-06,0,0,0,0,1.28E-05,0,0,0,2.20E-05,0,1.32E-05,0,Metabolism,Metabolism of cofactors and vitamins,Ubiquinone_and_other_terpenoid-quinone_biosynthesis,ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase
K03186,K03186: 3-octaprenyl-4-hydroxybenzoate carboxy-lyase UbiX,0.000156145,5.40E-05,0.000161204,2.82E-05,0.000167021,0.000186734,0.000159935,0.000183659,0.000136544,0.000118484,0.00020292,0.000149661,0.000179734,0.000144632,0.0001847,0.000127842,0.000176722,9.22E-05,0.000159465,0.000193877,Metabolism,Metabolism of cofactors and vitamins,Ubiquinone_and_other_terpenoid-quinone_biosynthesis,ubiX; 4-hydroxy-3-polyprenylbenzoate decarboxylase
K03187,K03187: urease accessory protein,5.01E-05,3.85E-05,4.00E-05,3.51E-05,3.34E-05,9.44E-05,5.36E-05,2.23E-05,1.02E-05,3.57E-05,1.85E-05,3.82E-05,2.31E-05,3.43E-05,6.01E-05,1.95E-05,0,3.59E-05,1.02E-05,4.66E-05,None,None,None,None
K03188,K03188: urease accessory protein,3.67E-05,6.00E-05,0.000110645,8.50E-05,6.32E-05,6.66E-05,8.28E-05,6.37E-05,3.87E-05,6.67E-05,7.05E-05,5.55E-05,5.33E-05,5.11E-05,8.75E-05,4.80E-05,4.89E-05,5.58E-05,3.36E-05,7.54E-05,None,None,None,None
K03189,K03189: urease accessory protein,5.96E-05,0.000118493,0.000137563,7.76E-05,8.34E-05,7.11E-05,0.000213797,0.000126238,8.59E-05,9.84E-05,0.000114208,6.12E-05,0.000142139,7.79E-05,0.000152627,7.26E-05,5.62E-05,9.77E-05,4.90E-05,0.000121792,None,None,None,None
K03190,K03190: urease accessory protein,5.93E-05,6.12E-05,4.05E-05,3.71E-05,4.38E-05,6.29E-05,5.94E-05,3.47E-05,7.96E-06,3.65E-05,3.02E-05,2.93E-05,2.64E-05,2.93E-05,4.24E-05,8.47E-06,2.14E-05,4.44E-05,2.89E-05,4.26E-05,None,None,None,None
K03191,K03191: acid-activated urea channel,4.94E-05,0,1.70E-05,3.10E-05,1.70E-05,1.50E-05,2.32E-05,0,0,0,0,0,0,0,2.31E-05,1.27E-05,0,1.53E-05,1.51E-05,1.67E-05,Human Diseases,Infectious diseases,Epithelial_cell_signaling_in_Helicobacter_pylori_infection,ureI; acid-activated urea channel
K03192,K03192: urease accessory protein,0,0,0,0,0,0,0,1.23E-05,0,0,0,0,0,2.02E-05,0,0,1.45E-05,0,0,0,None,None,None,None
K03194,K03194: type IV secretion system protein VirB1,1.95E-05,0,1.35E-05,0,0,0,3.91E-05,0,0,0,0,0,0,0,0,0,1.22E-05,1.21E-05,1.09E-05,0,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,virB1; type IV secretion system protein VirB1
K03195,K03195: type IV secretion system protein VirB10,1.14E-05,0,7.98E-06,2.32E-05,0,0,2.01E-05,0,0,1.20E-05,0,0,0,0,1.00E-05,0,6.63E-06,6.41E-06,5.95E-06,5.91E-06,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,virB10 lvhB10; type IV secretion system protein VirB10
K03196,K03196: type IV secretion system protein VirB11,1.25E-05,8.49E-06,2.62E-05,3.33E-05,0,0,1.21E-05,0,6.90E-06,1.52E-05,1.25E-05,0,0,0,2.46E-05,0,7.78E-06,3.06E-05,6.98E-06,8.57E-06,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,virB11 lvhB11; type IV secretion system protein VirB11
K03197,K03197: type IV secretion system protein VirB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97E-05,0,2.66E-05,0,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,virB2 lvhB2; type IV secretion system protein VirB2
K03198,K03198: type IV secretion system protein VirB3,0,0,0,0,0,0,0,0,0,0,3.78E-05,0,0,0,0,2.05E-05,0,0,0,0,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,virB3 lvhB3; type IV secretion system protein VirB3
K03199,K03199: type IV secretion system protein VirB4,5.34E-06,0,2.45E-05,1.31E-05,6.87E-06,0,2.37E-05,0,0,1.26E-05,0,0,0,0,4.82E-06,0,6.74E-06,2.25E-05,3.22E-06,0,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,virB4 lvhB4; type IV secretion system protein VirB4
K03200,K03200: type IV secretion system protein VirB5,0,0,0,0,1.13E-05,0,1.67E-05,0,0,0,0,0,0,0,0,0,1.23E-05,0,1.10E-05,1.11E-05,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,virB5 lvhB5; type IV secretion system protein VirB5
K03201,K03201: type IV secretion system protein VirB6,2.45E-05,0,0,0,0,0,1.11E-05,0,0,0,0,0,0,0,0,0,8.06E-06,0,7.23E-06,5.93E-06,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,virB6 lvhB6; type IV secretion system protein VirB6
K03203,K03203: type IV secretion system protein VirB8,0,0,1.16E-05,0,0,0,1.80E-05,0,0,0,0,0,0,0,0,0,1.27E-05,1.12E-05,1.14E-05,0,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,virB8 lvhB8; type IV secretion system protein VirB8
K03204,K03204: type IV secretion system protein VirB9,1.67E-05,0,0,0,0,0,1.34E-05,0,0,0,0,0,0,1.34E-05,0,0,9.53E-06,1.02E-05,8.55E-06,0,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,virB9 lvhB9; type IV secretion system protein VirB9
K03205,K03205: type IV secretion system protein VirD4,0.000988516,0.000947668,0.00136855,0.00100372,0.00106369,0.000993947,0.000896375,0.00114615,0.00109368,0.00172011,0.000868784,0.000793835,0.00112907,0.000830552,0.000852941,0.00117949,0.000624964,0.00151349,0.000803025,0.00115467,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,virD4 lvhD4; type IV secretion system protein VirD4
K03207,K03207: colanic acid biosynthesis protein WcaH,2.29E-05,0,0,0,1.58E-05,0,0,1.50E-05,0,0,0,0,2.90E-05,0,0,0,1.56E-05,0,1.40E-05,1.78E-05,None,None,None,None
K03208,K03208: colanic acid biosynthesis glycosyl transferase WcaI,4.10E-05,6.83E-06,2.14E-05,0,7.02E-06,2.98E-05,8.33E-06,1.17E-05,1.08E-05,1.91E-05,9.65E-06,1.03E-05,1.74E-05,2.90E-05,1.89E-05,5.33E-06,3.51E-05,1.92E-05,3.11E-05,2.08E-05,None,None,None,None
K03210,K03210: preprotein translocase subunit YajC,0.00101754,0.00105709,0.00103548,0.00136736,0.000992739,0.000834135,0.000950243,0.000949003,0.00102195,0.000881827,0.000852146,0.000859005,0.00103761,0.00121425,0.00114402,0.00104703,0.000823149,0.00096102,0.000842952,0.00101707,Genetic Information Processing,Folding sorting and degradation,Protein_export,yajC; preprotein translocase subunit YajC
K03212,K03212: RNA methyltransferase TrmA family,1.13E-05,7.36E-06,0,4.08E-05,0,0,1.01E-05,6.47E-06,0,0,0,2.20E-05,6.67E-06,0,0,5.78E-06,2.30E-05,0,2.72E-05,0,None,None,None,None
K03214,K03214: RNA methyltransferase TrmH family,1.06E-05,0,0,1.49E-05,0,7.02E-06,1.12E-05,6.11E-06,0,0,1.20E-05,2.37E-05,6.30E-06,1.01E-05,0,0,0,0,6.50E-06,7.71E-06,None,None,None,None
K03215,K03215: RNA methyltransferase TrmA family,3.55E-05,6.30E-05,2.54E-05,0.000103861,6.65E-06,2.79E-05,2.55E-05,3.37E-05,4.58E-05,4.74E-05,3.81E-05,2.78E-05,2.81E-05,1.85E-05,4.35E-05,2.90E-05,3.26E-05,4.15E-05,2.72E-05,2.59E-05,None,None,None,None
K03216,K03216: RNA methyltransferase TrmH family group 2,0.000650866,0.000754293,0.000944495,0.000867434,0.000801549,0.000803488,0.00079575,0.000727035,0.000974705,0.000870278,0.000883969,0.000912688,0.000771945,0.000655124,0.000661652,0.000812409,0.000865441,0.000910195,0.000832563,0.000822507,None,None,None,None
K03217,K03217: preprotein translocase subunit YidC,0.000444343,0.000572794,0.000546462,0.000657686,0.000518498,0.000539335,0.000555021,0.000514158,0.000596211,0.000580722,0.000564392,0.000519634,0.000569122,0.000525658,0.000484986,0.000565253,0.000515696,0.000590407,0.000504745,0.000582281,Genetic Information Processing,Folding sorting and degradation,Protein_export,yidC spoIIIJ OXA1; YidC/Oxa1 family membrane protein insertase
K03218,K03218: RNA methyltransferase TrmH family,0.000722544,0.000856784,0.000853114,0.000790334,0.0007327,0.000711827,0.000774937,0.000768478,0.00075253,0.000783904,0.000856565,0.000777389,0.000746354,0.000793773,0.000824921,0.00084726,0.000780953,0.000890125,0.000674281,0.0007946,None,None,None,None
K03219,K03219: type III secretion protein SctC,1.36E-05,0,4.75E-06,8.21E-06,1.39E-05,0,6.83E-06,8.14E-06,0,0,1.31E-05,0,8.22E-06,0,6.44E-06,0,4.69E-06,0,4.27E-06,1.32E-05,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,yscC sctC; type III secretion protein C
K03220,K03220: type III secretion protein SctD,1.81E-05,0,0,1.26E-05,1.04E-05,1.83E-05,0,5.76E-06,0,0,0,0,5.94E-06,0,0,0,0,0,0,6.78E-06,None,None,None,None
K03221,K03221: type III secretion protein SctF,5.09E-05,0,0,0,0,0,0,3.07E-05,0,0,0,0,3.17E-05,0,0,0,0,0,0,0,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,yscF sctF; type III secretion protein F
K03222,K03222: type III secretion protein SctJ,1.46E-05,0,0,0,0,9.78E-06,0,1.92E-05,0,8.96E-06,0,0,1.98E-05,0,0,1.78E-05,0,0,0,9.84E-06,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,yscJ sctJ hrcJ; type III secretion protein J
K03223,K03223: type III secretion protein SctL,2.06E-05,0,0,0,0,1.21E-05,1.87E-05,2.29E-05,0,0,0,0,0,1.96E-05,0,0,0,0,1.22E-05,2.78E-05,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,yscL sctL; type III secretion protein L
K03224,K03224: ATP synthase in type III secretion protein SctN,3.79E-05,6.38E-06,1.98E-05,1.15E-05,1.97E-05,1.13E-05,0,5.38E-06,1.00E-05,5.99E-06,2.73E-05,0,5.57E-06,1.77E-05,8.89E-06,4.71E-06,6.41E-06,1.20E-05,0,1.29E-05,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,yscN sctN hrcN; ATP synthase in type III secretion protein N
K03225,K03225: type III secretion protein SctQ,0,0,0,1.40E-05,0,7.81E-06,1.05E-05,1.38E-05,1.38E-05,0,2.11E-05,0,7.63E-06,0,0,6.61E-06,0,0,0,0,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,yscQ sctQ hrcQ; type III secretion protein Q
K03226,K03226: type III secretion protein SctR,3.83E-05,0,1.29E-05,0,1.35E-05,1.19E-05,1.82E-05,2.15E-05,1.01E-05,0,3.59E-05,1.99E-05,1.15E-05,0,1.83E-05,9.64E-06,0,2.37E-05,0,1.31E-05,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,yscR sctR hrcR; type III secretion protein R
K03227,K03227: type III secretion protein SctS,0,0,0,0,3.20E-05,0,0,2.11E-05,1.97E-05,0,0,0,2.18E-05,0,0,0,0,0,0,0,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,yscS sctS hrcS; type III secretion protein S
K03228,K03228: type III secretion protein SctT,1.52E-05,0,1.14E-05,0,0,9.86E-06,0,9.51E-06,8.87E-06,1.97E-05,1.48E-05,0,2.91E-05,0,1.46E-05,0,0,1.02E-05,0,1.03E-05,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,yscT sctT hrcT; type III secretion protein T
K03229,K03229: type III secretion protein SctU,2.44E-05,0,8.41E-06,0,8.42E-06,7.41E-06,2.29E-05,1.95E-05,0,7.51E-06,1.07E-05,0,2.74E-05,1.16E-05,1.14E-05,5.81E-06,0,0,0,8.24E-06,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,yscU sctU hrcU; type III secretion protein U
K03230,K03230: type III secretion protein SctV,2.43E-05,8.09E-06,4.22E-06,7.67E-06,4.18E-06,7.43E-06,1.15E-05,0,0,3.73E-06,5.80E-06,0,7.24E-06,0,5.66E-06,3.16E-06,0,7.61E-06,3.74E-06,4.09E-06,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,yscV sctV hrcV; type III secretion protein V
K03231,K03231: elongation factor EF-1 alpha subunit,0,1.12E-05,1.37E-05,0,0,6.03E-06,0,1.14E-05,8.99E-06,1.23E-05,0,0,1.18E-05,0,0,4.39E-06,0,1.85E-05,0,0,Genetic Information Processing,Translation,RNA_transport,EEF1A; elongation factor 1-alpha
K03232,K03232: elongation factor EF-1 beta subunit,0,0,3.27E-05,0,0,2.88E-05,0,2.72E-05,0,2.92E-05,0,0,2.81E-05,0,0,0,0,2.94E-05,0,0,None,None,None,None
K03233,K03233: elongation factor EF-1 gamma subunit,0,6.81E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34E-06,0,0,0,0,Human Diseases,Infectious diseases,Legionellosis,EEF1G; elongation factor 1-gamma
K03234,K03234: elongation factor EF-2,0,9.51E-06,1.59E-05,0,0,7.04E-06,0,6.66E-06,5.44E-06,2.00E-05,0,0,1.37E-05,0,0,9.99E-06,0,2.15E-05,0,0,Environmental Information Processing,Signal transduction,AMPK_signaling_pathway,EEF2; elongation factor 2
K03235,K03235: elongation factor EF-3,0,0,0,0,0,0,0,2.99E-06,0,2.49E-06,0,0,3.09E-06,0,0,0,0,0,0,0,None,None,None,None
K03236,K03236: translation initiation factor eIF-1A,0,0,2.55E-05,0,0,2.42E-05,0,2.29E-05,0,4.73E-05,0,0,2.36E-05,0,0,0,0,0,0,0,Genetic Information Processing,Translation,RNA_transport,EIF1A; translation initiation factor 1A
K03237,K03237: translation initiation factor eIF-2 alpha subunit,0,0,1.10E-05,0,0,9.67E-06,0,9.15E-06,0,9.81E-06,0,0,9.62E-06,0,0,0,0,1.99E-05,0,0,Genetic Information Processing,Translation,RNA_transport,EIF2S1; translation initiation factor 2 subunit 1
K03238,K03238: translation initiation factor eIF-2 beta subunit,0,0,2.16E-05,0,0,1.90E-05,0,1.80E-05,8.02E-06,1.92E-05,0,0,1.85E-05,0,0,7.80E-06,0,1.94E-05,0,0,Genetic Information Processing,Translation,RNA_transport,EIF2S2; translation initiation factor 2 subunit 2
K03239,K03239: translation initiation factor eIF-2B alpha subunit,0,0,0,0,8.42E-06,7.41E-06,0,0,0,0,0,1.26E-05,0,0,0,0,8.49E-06,0,7.61E-06,0,Genetic Information Processing,Translation,RNA_transport,EIF2B1; translation initiation factor eIF-2B subunit alpha
K03242,K03242: translation initiation factor eIF-2 gamma subunit,0,6.04E-06,0,0,0,1.25E-05,0,1.78E-05,0,1.27E-05,0,0,1.83E-05,0,0,4.54E-06,0,1.29E-05,0,0,Genetic Information Processing,Translation,RNA_transport,EIF2S3; translation initiation factor 2 subunit 3
K03243,K03243: translation initiation factor IF-2 unclassified subunit,0,2.94E-06,1.47E-05,0,0,4.30E-06,0,8.26E-06,0,1.31E-05,0,0,1.69E-05,0,0,0,0,1.33E-05,0,0,Genetic Information Processing,Translation,RNA_transport,EIF5B; translation initiation factor 5B
K03252,K03252: translation initiation factor eIF-3 subunit 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38E-06,0,0,0,0,Genetic Information Processing,Translation,RNA_transport,EIF3C; translation initiation factor 3 subunit C
K03257,K03257: translation initiation factor eIF-4A,0,0,0,0,0,6.21E-06,0,0,1.06E-05,0,0,0,0,0,0,0,0,0,0,0,Genetic Information Processing,Translation,RNA_transport,EIF4A; translation initiation factor 4A
K03260,K03260: translation initiation factor eIF-4F,3.01E-06,0,0,0,1.50E-06,0,3.71E-06,3.46E-06,3.65E-06,0,0,0,1.29E-06,0,0,0,0,0,1.33E-06,0,Genetic Information Processing,Translation,RNA_transport,EIF4G; translation initiation factor 4G
K03263,K03263: translation initiation factor eIF-5A,0,0,2.26E-05,0,0,1.99E-05,0,0,0,2.01E-05,0,0,1.94E-05,0,0,0,0,2.03E-05,0,0,None,None,None,None
K03264,K03264: translation initiation factor eIF-6,0,1.15E-05,2.61E-05,0,0,1.15E-05,0,1.09E-05,9.23E-06,1.17E-05,0,0,1.12E-05,0,0,0,0,2.35E-05,0,0,Genetic Information Processing,Translation,Ribosome_biogenesis_in_eukaryotes,EIF6; translation initiation factor 6
K03265,K03265: peptide chain release factor eRF subunit 1,0,0,7.07E-06,0,0,6.30E-06,0,5.96E-06,5.14E-06,1.89E-05,0,0,1.22E-05,0,0,0,0,1.90E-05,0,0,Genetic Information Processing,Translation,mRNA_surveillance_pathway,ETF1 ERF1; peptide chain release factor subunit 1
K03269,K03269: UDP-23-diacylglucosamine hydrolase,0.000231883,0.000333814,0.000160261,0.000291254,0.000137033,0.000180797,0.00026632,0.000219882,0.00020423,0.000112456,0.00023604,0.000272183,0.000216333,0.000204732,0.000232631,0.000221379,0.000226831,0.000163871,0.000183462,0.000155797,Metabolism,Glycan biosynthesis and metabolism,Lipopolysaccharide_biosynthesis,lpxH; UDP-23-diacylglucosamine hydrolase
